country_iso3,year_month,acled_event_count,acled_fatalities,acled_peak_fatalities,acled_battle_count,acled_explosion_count,acled_violence_count,acled_protest_count,acled_riot_count
AGO,1990-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1998-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1998-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
